episode_id,step,mid_price,return_1,return_5,realized_vol_20,inventory,cash,order_flow_imbalance,momentum_signal,informed_signal_prob,time_remaining,spread_prev,bid_offset_expert,ask_offset_expert,trade_occured,trade_side,trade_size,inventory_after,reward,done
0,31,100.03554,8.2e-05,0.001365,0.000429,9,-883.2743,-0.7217,0,0.0086,0.876,1.29081,0.7354,0.6454,0,0,0,9,-1.74034,0
0,32,100.03606,5e-06,0.001388,0.000404,9,-883.2743,0.1889,0,0.0081,0.872,1.29081,0.7354,0.6454,0,0,0,9,-1.84211,0
0,33,100.0761,0.0004,0.001014,0.000406,9,-883.2743,0.0762,0,0.0081,0.868,1.29081,0.7354,0.6454,0,0,0,9,-1.51882,0
0,34,100.08046,4.3e-05,0.000703,0.000406,9,-883.2743,0.0529,0,0.0081,0.864,1.29081,0.7354,0.6454,0,0,0,9,-1.87243,0
0,35,100.11465,0.000342,0.000873,0.000407,9,-883.2743,0.8943,0,0.0081,0.86,1.29081,0.7354,0.6454,0,0,0,9,-1.63626,0
0,36,100.0752,-0.000394,0.000396,0.000393,9,-883.2743,-0.547,0,0.0079,0.856,1.29081,0.7354,0.6454,0,0,0,9,-2.33147,0
0,37,100.02197,-0.000532,-0.000141,0.000385,9,-883.2743,-0.0126,0,0.0077,0.852,1.2908,0.7354,0.6454,0,0,0,9,-2.48786,0
0,38,100.0387,0.000167,-0.000374,0.000387,9,-883.2743,-0.9433,0,0.0077,0.848,1.2908,0.7354,0.6454,0,0,0,9,-1.89063,0
0,39,100.05134,0.000126,-0.000291,0.000382,9,-883.2743,0.0296,0,0.0076,0.844,1.2908,0.7354,0.6454,0,0,0,9,-1.95983,0
0,40,100.10339,0.00052,-0.000112,0.000376,9,-883.2743,-0.6718,0,0.0075,0.84,1.2908,0.7354,0.6454,0,0,0,9,-1.63751,0
0,41,100.21493,0.001114,0.001396,0.000422,7,-681.5536,-0.0156,0,0.0084,0.836,1.2908,0.7354,0.6454,1,1,2,7,0.86795,0
0,42,100.24167,0.000267,0.002197,0.000358,7,-681.5536,-0.0621,0,0.0072,0.832,1.29081,0.7154,0.6454,0,0,0,7,-1.126,0
0,43,100.27136,0.000296,0.002326,0.000355,7,-681.5536,-0.4234,0,0.0071,0.828,1.2908,0.7154,0.6454,0,0,0,7,-1.12497,0
0,44,100.21062,-0.000606,0.001592,0.000393,7,-681.5536,0.3551,0,0.0079,0.824,1.2908,0.7154,0.6454,0,0,0,7,-1.77758,0
0,45,100.21433,3.7e-05,0.001108,0.000394,7,-681.5536,0.0291,0,0.0079,0.82,1.2908,0.7154,0.6454,0,0,0,7,-1.34605,0
0,46,100.16852,-0.000457,-0.000463,0.000413,7,-681.5536,-0.4795,0,0.0083,0.816,1.2908,0.7154,0.6454,0,0,0,7,-1.71224,0
0,47,100.22391,0.000553,-0.000177,0.000421,7,-681.5536,0.2575,0,0.0084,0.812,1.2908,0.7154,0.6454,0,0,0,7,-1.02348,0
0,48,100.37848,0.001542,0.001068,0.000502,7,-681.5536,0.1161,0,0.01,0.808,1.2908,0.71541,0.64541,0,0,0,7,-0.34879,0
0,49,100.38556,7e-05,0.001746,0.000502,7,-681.5536,-0.2427,0,0.01,0.804,1.29081,0.71541,0.64541,0,0,0,7,-1.40088,0
0,50,100.38885,3.3e-05,0.001741,0.000503,5,-479.4851,-0.2073,0,0.0101,0.8,1.29081,0.71541,0.64541,1,1,2,5,0.62725,0
0,51,100.39207,3.2e-05,0.002232,0.000503,5,-479.4851,0.4832,0,0.0101,0.796,1.29081,0.69541,0.64541,0,0,0,5,-0.7439,0
0,52,100.37155,-0.000204,0.001473,0.000509,5,-479.4851,-0.1957,0,0.0102,0.792,1.29081,0.69541,0.64541,0,0,0,5,-0.87258,0
0,53,100.38914,0.000175,0.000106,0.000506,5,-479.4851,-0.654,0,0.0101,0.788,1.29081,0.69541,0.64541,0,0,0,5,-0.69206,0
0,54,100.30924,-0.000796,-0.00076,0.000547,2,-176.6212,-0.0679,0,0.0109,0.784,1.29081,0.69541,0.64541,1,1,3,2,1.72502,0
0,55,100.2774,-0.000317,-0.00111,0.000552,2,-176.6212,-0.1597,0,0.011,0.78,1.29081,0.66541,0.64541,0,0,0,2,-0.19167,0
0,56,100.2692,-8.2e-05,-0.001224,0.000543,2,-176.6212,1.0673,0,0.0109,0.776,1.29081,0.66541,0.64541,0,0,0,2,-0.14601,0
0,57,100.27829,9.1e-05,-0.000929,0.000523,2,-176.6212,-0.5918,0,0.0105,0.772,1.29081,0.66541,0.64541,0,0,0,2,-0.113,0
0,58,100.28748,9.2e-05,-0.001013,0.000523,2,-176.6212,-0.1403,0,0.0105,0.768,1.29081,0.66541,0.64541,0,0,0,2,-0.11443,0
0,59,100.29821,0.000107,-0.00011,0.000523,2,-176.6212,0.2999,0,0.0105,0.764,1.29081,0.66541,0.64541,0,0,0,2,-0.11294,0
0,60,100.28136,-0.000168,3.9e-05,0.000519,2,-176.6212,0.0696,0,0.0104,0.76,1.29081,0.6654,0.6454,0,0,0,2,-0.1697,0
0,61,100.40928,0.001276,0.001397,0.000536,2,-176.6212,0.0421,0,0.0107,0.756,1.29081,0.66541,0.64541,0,0,0,2,0.11824,0
0,62,100.45638,0.000469,0.001776,0.000541,7,-675.5761,0.2657,0,0.0108,0.752,1.29081,0.66541,0.64541,1,-1,5,7,1.90153,0
0,63,100.47431,0.000179,0.001863,0.000539,7,-675.5761,0.5681,0,0.0108,0.748,1.29081,0.71541,0.64541,0,0,0,7,-1.59926,0
0,64,100.43883,-0.000353,0.001402,0.000525,5,-473.4076,-0.3497,0,0.0105,0.744,1.29081,0.7154,0.6454,1,1,2,5,0.29339,0
0,65,100.43047,-8.3e-05,0.001487,0.000527,7,-672.8777,-0.2465,0,0.0105,0.74,1.29081,0.6954,0.6454,1,-1,2,7,-0.48172,0
0,66,100.50889,0.000781,0.000992,0.000529,14,-1371.4321,-0.02,0,0.0106,0.736,1.29081,0.7154,0.6454,1,-1,7,14,-1.27372,0
0,67,100.51093,2e-05,0.000543,0.000523,14,-1371.4321,0.2473,0,0.0105,0.732,1.29081,0.7854,0.6454,0,0,0,14,-7.18424,0
0,68,100.48619,-0.000246,0.000118,0.000418,14,-1371.4321,0.1914,0,0.0084,0.728,1.29081,0.7854,0.6454,0,0,0,14,-7.63746,0
0,69,100.42455,-0.000613,-0.000142,0.000443,14,-1371.4321,0.1815,0,0.0089,0.724,1.2908,0.7854,0.6454,0,0,0,14,-8.23259,0
0,70,100.44998,0.000253,0.000194,0.000446,14,-1371.4321,-1.1271,0,0.0089,0.72,1.2908,0.7854,0.6454,0,0,0,14,-7.09205,0
0,71,100.46573,0.000157,-0.000429,0.000447,14,-1371.4321,-0.0623,0,0.0089,0.716,1.2908,0.7854,0.6454,0,0,0,14,-7.30585,0
0,72,100.51089,0.00045,-0.0,0.000452,14,-1371.4321,1.0716,0,0.009,0.712,1.2908,0.7854,0.6454,0,0,0,14,-6.97254,0
0,73,100.58383,0.000726,0.000972,0.000474,14,-1371.4321,0.2023,0,0.0095,0.708,1.2908,0.7854,0.6454,0,0,0,14,-6.66199,0
0,74,100.58607,2.2e-05,0.001608,0.000428,14,-1371.4321,0.0301,0,0.0086,0.704,1.2908,0.7854,0.6454,0,0,0,14,-7.7303,0
0,75,100.52245,-0.000632,0.000722,0.000449,14,-1371.4321,0.0395,0,0.009,0.7,1.2908,0.7854,0.6454,0,0,0,14,-8.73064,0
0,76,100.53411,0.000116,0.000681,0.000447,14,-1371.4321,-0.0936,0,0.0089,0.696,1.2908,0.7854,0.6454,0,0,0,14,-7.75521,0
0,77,100.44007,-0.000935,-0.000705,0.000504,14,-1371.4321,-0.1758,0,0.0101,0.692,1.2908,0.7854,0.6454,0,0,0,14,-9.31336,0
0,78,100.37635,-0.000634,-0.002063,0.000528,14,-1371.4321,-0.2111,0,0.0106,0.688,1.29081,0.7854,0.6454,0,0,0,14,-8.96725,0
0,79,100.40236,0.000259,-0.001826,0.00053,14,-1371.4321,0.268,0,0.0106,0.684,1.29081,0.7854,0.6454,0,0,0,14,-7.78956,0
0,80,100.3803,-0.00022,-0.001414,0.000531,14,-1371.4321,-1.2296,0,0.0106,0.68,1.29081,0.7854,0.6454,0,0,0,14,-8.54079,0
0,81,100.30417,-0.000758,-0.002287,0.000478,14,-1371.4321,0.2995,0,0.0096,0.676,1.29081,0.7854,0.6454,0,0,0,14,-9.37621,0
0,82,100.33802,0.000337,-0.001016,0.000472,14,-1371.4321,-0.5332,0,0.0094,0.672,1.2908,0.7854,0.6454,0,0,0,14,-7.91488,0
0,83,100.30202,-0.000359,-0.000741,0.000473,14,-1371.4321,0.7629,0,0.0095,0.668,1.2908,0.7854,0.6454,0,0,0,14,-8.97126,0
0,84,100.29627,-5.7e-05,-0.001057,0.000469,14,-1371.4321,-0.3003,0,0.0094,0.664,1.2908,0.7854,0.6454,0,0,0,14,-8.62608,0
0,85,100.24777,-0.000484,-0.00132,0.000478,14,-1371.4321,0.7946,0,0.0096,0.66,1.2908,0.7854,0.6454,0,0,0,14,-9.30295,0
0,86,100.23481,-0.000129,-0.000692,0.000434,14,-1371.4321,-0.8301,0,0.0087,0.656,1.2908,0.7854,0.6454,0,0,0,14,-8.88393,0
0,87,100.1741,-0.000606,-0.001634,0.000444,14,-1371.4321,0.3398,0,0.0089,0.652,1.2908,0.7854,0.6454,0,0,0,14,-9.6307,0
0,88,100.24163,0.000674,-0.000602,0.000479,14,-1371.4321,-0.8652,0,0.0096,0.648,1.2908,0.7854,0.6454,0,0,0,14,-7.91382,0
0,89,100.19225,-0.000493,-0.001037,0.000474,14,-1371.4321,0.0948,0,0.0095,0.644,1.2908,0.7854,0.6454,0,0,0,14,-9.62887,0
0,90,100.16758,-0.000246,-0.0008,0.000467,19,-1868.343,0.7181,0,0.0093,0.64,1.2908,0.7854,0.6454,1,-1,5,19,-13.49784,0
0,91,100.17634,8.7e-05,-0.000583,0.000465,19,-1868.343,-0.2422,0,0.0093,0.636,1.2908,0.8354,0.6454,0,0,0,19,-16.58392,0
0,92,100.24032,0.000639,0.000661,0.000479,19,-1868.343,0.3005,0,0.0096,0.632,1.2908,0.8354,0.6454,0,0,0,19,-15.6792,0
0,93,100.214,-0.000263,-0.000276,0.000436,19,-1868.343,-0.3895,0,0.0087,0.628,1.2908,0.8354,0.6454,0,0,0,19,-17.5393,0
0,94,100.07467,-0.00139,-0.001174,0.000506,19,-1868.343,-0.1341,0,0.0101,0.624,1.2908,0.8354,0.6454,0,0,0,19,-19.83082,0
0,95,100.09123,0.000165,-0.000762,0.000506,19,-1868.343,0.671,0,0.0101,0.62,1.2908,0.8354,0.6454,0,0,0,19,-17.01332,0
0,96,100.13727,0.00046,-0.00039,0.000523,19,-1868.343,0.2626,0,0.0105,0.616,1.2908,0.8354,0.6454,0,0,0,19,-16.59769,0
0,97,100.2018,0.000644,-0.000384,0.000525,19,-1868.343,0.637,0,0.0105,0.612,1.2908,0.8354,0.6454,0,0,0,19,-16.39069,0
0,98,100.1205,-0.000811,-0.000933,0.000535,19,-1868.343,0.9807,0,0.0107,0.608,1.2908,0.8354,0.6454,0,0,0,19,-19.3059,0
0,99,100.1593,0.000388,0.000846,0.00054,19,-1868.343,0.3229,0,0.0108,0.604,1.2908,0.8354,0.6454,0,0,0,19,-17.16841,0
0,100,100.09829,-0.000609,7.1e-05,0.00055,19,-1868.343,0.603,0,0.011,0.6,1.2908,0.8354,0.6454,0,0,0,19,-19.20909,0
0,101,100.01125,-0.00087,-0.001258,0.000557,19,-1868.343,1.0161,0,0.0111,0.596,1.2908,0.8354,0.6454,0,0,0,19,-19.84822,0
0,102,100.03367,0.000224,-0.001678,0.000552,19,-1868.343,-0.4561,0,0.011,0.592,1.2908,0.8354,0.6454,0,0,0,19,-17.91293,0
0,103,100.03671,3e-05,-0.000837,0.000552,19,-1868.343,0.1765,0,0.011,0.588,1.2908,0.8354,0.6454,0,0,0,19,-18.42538,0
0,104,100.02727,-9.4e-05,-0.001318,0.000551,19,-1868.343,-0.0384,0,0.011,0.584,1.2908,0.8354,0.6454,0,0,0,19,-18.80691,0
0,105,99.97853,-0.000487,-0.001196,0.000552,19,-1868.343,-0.5802,0,0.011,0.58,1.2908,0.8354,0.6454,0,0,0,19,-19.69808,0
0,106,99.92951,-0.00049,-0.000817,0.000557,20,-2661.0959,0.0208,0,0.0111,0.576,1.2908,0.8354,0.6454,1,-1,7,20,-16.75758,0
0,107,99.93046,1e-05,-0.001032,0.000548,20,-2661.0959,0.1578,0,0.011,0.572,1.2908,0.8454,0.6454,0,0,0,20,-21.10101,0
0,108,100.00167,0.000713,-0.00035,0.000551,20,-3156.8772,0.1262,0,0.011,0.568,1.2908,0.8454,0.6454,1,-1,5,20,-16.1289,0
0,109,99.96278,-0.000389,-0.000645,0.000548,20,-3156.8772,0.0397,0,0.011,0.564,1.2908,0.8454,0.6454,0,0,0,20,-22.21768,0
0,110,99.93254,-0.000302,-0.00046,0.000549,20,-3156.8772,-0.7111,0,0.011,0.56,1.2908,0.8454,0.6454,0,0,0,20,-22.20476,0
0,111,99.90164,-0.000309,-0.000279,0.000548,20,-3156.8772,-0.1754,0,0.011,0.556,1.2908,0.8454,0.6454,0,0,0,20,-22.37807,0
0,112,99.90132,-3e-06,-0.000292,0.00052,20,-3156.8772,0.74,0,0.0104,0.552,1.2908,0.8454,0.6454,0,0,0,20,-21.92637,0
0,113,99.88372,-0.000176,-0.001179,0.000519,20,-3156.8772,0.791,0,0.0104,0.548,1.2908,0.8454,0.6454,0,0,0,20,-22.43202,0
0,114,99.92073,0.000371,-0.000421,0.000449,20,-3156.8772,0.9547,0,0.009,0.544,1.2908,0.8454,0.6454,0,0,0,20,-21.49978,0
0,115,99.90629,-0.000145,-0.000263,0.000445,20,-3156.8772,-0.1192,0,0.0089,0.54,1.29079,0.8454,0.6454,0,0,0,20,-22.68889,0
0,116,99.88262,-0.000237,-0.00019,0.000428,20,-3850.1377,-0.432,0,0.0086,0.536,1.29079,0.8454,0.6454,1,-1,7,20,-17.81564,0
0,117,99.89821,0.000156,-3.1e-05,0.000396,20,-3850.1377,-0.0425,0,0.0079,0.532,1.29079,0.8454,0.6454,0,0,0,20,-22.40814,0
0,118,99.91823,0.0002,0.000345,0.000372,20,-3850.1377,-0.4888,0,0.0074,0.528,1.29079,0.8454,0.6454,0,0,0,20,-22.47963,0
0,119,99.95552,0.000373,0.000348,0.000371,20,-3850.1377,-0.3809,0,0.0074,0.524,1.29079,0.84539,0.64539,0,0,0,20,-22.29406,0
0,120,99.89047,-0.000651,-0.000158,0.000374,20,-3850.1377,0.024,0,0.0075,0.52,1.29079,0.84539,0.64539,0,0,0,20,-24.50103,0
0,121,99.84497,-0.000456,-0.000377,0.000341,16,-3448.1763,0.1339,0,0.0068,0.516,1.29079,0.84539,0.64539,1,1,4,16,-12.69691,0
0,122,99.92476,0.000799,0.000266,0.000387,20,-4142.0118,0.992,0,0.0077,0.512,1.29079,0.8054,0.6454,1,-1,7,20,-16.84647,0
0,123,100.02032,0.000956,0.001022,0.000445,20,-4142.0118,-0.3022,0,0.0089,0.508,1.29079,0.8454,0.6454,0,0,0,20,-21.76862,0
0,124,99.99793,-0.000224,0.000424,0.000447,20,-4142.0118,0.7525,0,0.0089,0.504,1.29079,0.8454,0.6454,0,0,0,20,-24.28783,0
0,125,100.02466,0.000267,0.001343,0.000438,20,-4735.5966,-0.0946,0,0.0088,0.5,1.29079,0.8454,0.6454,1,-1,7,20,-18.24769,0
0,126,100.00515,-0.000195,0.001604,0.000425,20,-4735.5966,-0.2163,0,0.0085,0.496,1.29079,0.8454,0.6454,0,0,0,20,-24.55014,0
0,127,99.91686,-0.000883,-7.9e-05,0.00047,20,-4735.5966,0.1804,0,0.0094,0.492,1.29079,0.8454,0.6454,0,0,0,20,-26.0858,0
0,128,99.83544,-0.000815,-0.001848,0.000471,20,-4735.5966,-0.504,0,0.0094,0.488,1.29079,0.8454,0.6454,0,0,0,20,-26.10848,0
0,129,99.77235,-0.000632,-0.002256,0.000482,20,-4735.5966,0.008,0,0.0096,0.484,1.29079,0.8454,0.6454,0,0,0,20,-25.90172,0
0,130,99.78176,9.4e-05,-0.002428,0.000481,20,-4735.5966,0.3854,0,0.0096,0.48,1.29079,0.8454,0.6454,0,0,0,20,-24.61193,0
0,131,99.74685,-0.00035,-0.002583,0.000482,20,-4735.5966,-0.2002,0,0.0096,0.476,1.29079,0.8454,0.6454,0,0,0,20,-25.6582,0
0,132,99.7541,7.3e-05,-0.001629,0.000483,20,-4735.5966,0.1241,0,0.0097,0.472,1.29079,0.8454,0.6454,0,0,0,20,-24.97487,0
0,133,99.81436,0.000604,-0.000211,0.000504,20,-4735.5966,0.201,0,0.0101,0.468,1.29079,0.8454,0.6454,0,0,0,20,-24.07479,0
0,134,99.80359,-0.000108,0.000313,0.000496,20,-4735.5966,-0.4894,0,0.0099,0.464,1.29079,0.8454,0.6454,0,0,0,20,-25.65549,0
0,135,99.84207,0.000386,0.000605,0.000504,20,-4735.5966,0.4868,0,0.0101,0.46,1.29079,0.8454,0.6454,0,0,0,20,-24.83029,0
0,136,99.81118,-0.000309,0.000645,0.000506,20,-4735.5966,-0.6223,0,0.0101,0.456,1.29079,0.8454,0.6454,0,0,0,20,-26.37796,0
0,137,99.77562,-0.000356,0.000216,0.000509,20,-4735.5966,-1.1624,0,0.0102,0.452,1.29079,0.8454,0.6454,0,0,0,20,-26.6312,0
0,138,99.87974,0.001044,0.000655,0.000561,20,-4735.5966,0.8911,0,0.0112,0.448,1.29079,0.8454,0.6454,0,0,0,20,-23.99761,0
0,139,99.90332,0.000236,0.000999,0.000557,20,-4735.5966,0.941,0,0.0111,0.444,1.2908,0.8454,0.6454,0,0,0,20,-25.76829,0
0,140,99.9571,0.000538,0.001152,0.00055,20,-4735.5966,-0.0451,0,0.011,0.44,1.2908,0.8454,0.6454,0,0,0,20,-25.32442,0
0,141,99.98833,0.000312,0.001775,0.000542,20,-4735.5966,0.0279,0,0.0108,0.436,1.29079,0.8454,0.6454,0,0,0,20,-25.93531,0
0,142,100.03211,0.000438,0.002571,0.000523,18,-4532.7508,0.5355,0,0.0105,0.432,1.29079,0.8454,0.6454,1,1,3,18,-18.61911,0
0,143,100.00879,-0.000233,0.001292,0.000483,18,-4532.7508,-0.0327,0,0.0097,0.428,1.29079,0.8254,0.6454,0,0,0,18,-22.1925,0
0,144,100.04109,0.000323,0.001379,0.000485,20,-4830.3979,0.2358,0,0.0097,0.424,1.29079,0.8254,0.6454,1,-1,3,20,-24.18772,0
0,145,99.9799,-0.000612,0.000228,0.000501,20,-4830.3979,-0.4535,0,0.01,0.42,1.29079,0.8454,0.6454,0,0,0,20,-28.42394,0
0,146,99.95108,-0.000288,-0.000373,0.000503,20,-4830.3979,1.1383,0,0.0101,0.416,1.29079,0.8454,0.6454,0,0,0,20,-27.93631,0
0,147,99.88596,-0.000652,-0.001461,0.000485,20,-4830.3979,-0.5301,0,0.0097,0.412,1.29079,0.8454,0.6454,0,0,0,20,-28.82238,0
0,148,99.84131,-0.000447,-0.001675,0.000461,20,-4830.3979,-0.224,0,0.0092,0.408,1.29079,0.84539,0.64539,0,0,0,20,-28.57314,0
0,149,99.75651,-0.000849,-0.002845,0.000478,20,-4830.3979,-0.8254,0,0.0096,0.404,1.29079,0.84539,0.64539,0,0,0,20,-29.53586,0
0,150,99.78449,0.00028,-0.001955,0.000482,13,-4127.3887,-0.2819,0,0.0096,0.4,1.29079,0.84539,0.64539,1,1,7,13,-6.24858,0
0,151,99.64217,-0.001426,-0.003091,0.00057,13,-4127.3887,-0.4143,0,0.0114,0.396,1.29079,0.7754,0.6454,0,0,0,13,-13.74775,0
0,152,99.67891,0.000369,-0.002073,0.000577,13,-4127.3887,-0.1284,0,0.0115,0.392,1.29079,0.7754,0.6454,0,0,0,13,-11.48758,0
0,153,99.71976,0.00041,-0.001217,0.000567,13,-4127.3887,1.2857,0,0.0113,0.388,1.29079,0.7754,0.6454,0,0,0,13,-11.50177,0
0,154,99.7257,6e-05,-0.000309,0.000568,13,-4127.3887,0.8583,0,0.0114,0.384,1.29079,0.7754,0.6454,0,0,0,13,-12.02313,0
0,155,99.74329,0.000176,-0.000413,0.000562,13,-4127.3887,-0.8466,0,0.0112,0.38,1.29079,0.7754,0.6454,0,0,0,13,-11.93931,0
0,156,99.70737,-0.00036,0.000654,0.000563,13,-4127.3887,0.1652,0,0.0113,0.376,1.29079,0.7754,0.6454,0,0,0,13,-12.70259,0
0,157,99.74207,0.000348,0.000634,0.000565,6,-3424.6764,0.5026,0,0.0113,0.372,1.29079,0.7754,0.6454,1,1,7,6,2.5602,0
0,158,99.72183,-0.000203,2.1e-05,0.000511,6,-3424.6764,-0.3137,0,0.0102,0.368,1.29079,0.70539,0.64539,0,0,0,6,-2.75666,0
0,159,99.77177,0.000501,0.000462,0.000522,6,-3424.6764,-0.1775,0,0.0104,0.364,1.29079,0.70539,0.64539,0,0,0,6,-2.34996,0
0,160,99.78205,0.000103,0.000389,0.000505,6,-3424.6764,-0.0321,0,0.0101,0.36,1.29079,0.70539,0.64539,0,0,0,6,-2.60234,0
0,161,99.72847,-0.000537,0.000212,0.000505,6,-3424.6764,-0.6792,0,0.0101,0.356,1.29079,0.70539,0.64539,0,0,0,6,-2.99986,0
0,162,99.70974,-0.000188,-0.000324,0.000488,6,-3424.6764,0.1487,0,0.0098,0.352,1.29079,0.70539,0.64539,0,0,0,6,-2.80515,0
0,163,99.73459,0.000249,0.000128,0.000496,5,-3324.2964,-0.0041,0,0.0099,0.348,1.29079,0.70539,0.64539,1,1,1,5,-1.08039,0
0,164,99.78882,0.000544,0.000171,0.000508,5,-3324.2964,0.128,0,0.0102,0.344,1.29079,0.69539,0.64539,0,0,0,5,-1.61882,0
0,165,99.82806,0.000393,0.000461,0.000508,5,-3324.2964,-0.0791,0,0.0102,0.34,1.29079,0.69539,0.64539,0,0,0,5,-1.70384,0
0,166,99.86027,0.000323,0.001322,0.000512,5,-3324.2964,0.2588,0,0.0102,0.336,1.29079,0.69539,0.64539,0,0,0,5,-1.74893,0
0,167,99.83129,-0.00029,0.001219,0.000497,5,-3324.2964,-0.762,0,0.0099,0.332,1.29079,0.69539,0.64539,0,0,0,5,-2.06492,0
0,168,99.79941,-0.000319,0.00065,0.000492,5,-3324.2964,-0.4747,0,0.0098,0.328,1.29079,0.69539,0.64539,0,0,0,5,-2.08939,0
